business_id,name,address,city,stars,review_count,category_type
XT25YpQoNDuzAZHur-HZ8g,"""Pizzeria Libretto""","""155 University Avenue""",Toronto,3.5,219,Restaurants
O_6LcGyHZfP-OzQ0YBPnLg,"""Houston Avenue Bar & Grill""","""1001 Square Victoria""",Montréal,3.0,40,Restaurants
lN3hRo_vDVTRGwMXHh0V6A,"""Chuck E Cheese's""","""13371 W McDowell Rd""",Goodyear,2.5,36,Restaurants
T3ZpXgSw7eo4cxl7Op7G7w,"""El Patio Mexico""","""4550 S Maryland Pkwy, Ste D""",Las Vegas,3.0,36,Restaurants
WLCdg4ib7-_7b8epoXRjAw,"""Ho Ho Cherry House""","""2001 E 7th St""",Charlotte,3.5,113,Restaurants
M5jKFdL0vLcBzdPh-mLnAQ,"""Bar Smith""","""130 E Washington St""",Phoenix,3.5,124,Restaurants
VeRHiEbUe_vHprYn8mnezA,"""Franco's Italian Caffe""","""4327 N Scottsdale Rd""",Scottsdale,4.5,149,Restaurants
94VXn5sElI4YbG8DCIVffA,"""Cachitos""","""153 Rue Saint-Catherine E""",Montréal,4.5,58,Restaurants
A0Gj7n6GUORMWk0ECMgl0g,"""Don Guido's Chicago Style Hot Dogs""","""8911 N Central Avenue""",Phoenix,3.5,4,Restaurants
Fy4t2XHIRKwMk_ocCZze0Q,"""ENVY The Steakhouse""","""3400 Paradise Rd""",Las Vegas,4.0,452,Restaurants
DzVv_g6xsLbMh66HtiZK3A,"""Coal Hill Steakhouse at Grandview Saloon""","""1212 Grandview Ave""",Pittsburgh,2.0,43,Restaurants
03gM4aaiio6Hymf1HgfMeQ,"""Lulu Bistro""","""1025 Rue Lionel-Daunais""",Boucherville,4.0,10,Restaurants
VvZnozdEpjw0e7Dg-kKIxg,"""Shaan Tandoori""","""2550 Boulevard Lapinière, Suite 101""",Brossard,4.0,18,Restaurants
n-ps87_nlV56dKLD7Wep3w,"""Fookee Express""","""207 Dundas Street W""",Toronto,3.0,3,Restaurants
9gXWjHAhDpzy1x6khHehrw,"""Graffiti: A Social Kitchen""","""1261 W 76th St""",Cleveland,4.0,137,Restaurants
wYUPspPWaCyGW9QtC5CjkQ,"""Panini Italian Sandwiches""","""7600 Weston Road, Unit 64""",Woodbridge,4.5,17,Restaurants
27nh-2hNnNkf2dBk9aeKHQ,"""C's Restaurant Bakery and Coffee Shop""","""2550 Allen Blvd""",Middleton,4.0,39,Restaurants
kNa3FvRAhM2oKYFoilVDzQ,"""Yamazaru""","""2173 Hawkins St, Ste A""",Charlotte,4.5,109,Restaurants
dltDW0fS4HzxZ0A7PDT5jg,"""JAM House Seafood Restaurant""","""1425 Dundas Street E, Suite 3""",Mississauga,4.0,44,Restaurants
XTQWdGUh1Xtlk7e9kxBMwg,"""Penn Station East Coast Subs""","""19116 W Catawba Ave""",Cornelius,3.0,22,Restaurants
BS2nj4dQKvC5oi6ikKvX0A,"""Korean BBQ""","""2711 S Alma School Rd, Ste 14""",Mesa,3.0,78,Restaurants
hiIxnbmnl9Pyy_PPzbocrg,"""Roti Stop""","""1125 Dundas Street E, Unit 7""",Mississauga,3.0,5,Restaurants
2xhizW22zt1gwBjc9wwEKQ,"""The Family Thai""","""785 Danforth Avenue""",Toronto,3.5,11,Restaurants
Veh0kB2ErSaKsH5v6o7nwQ,"""Chopsticks House""","""6B Wellesley Street W""",Toronto,3.5,31,Restaurants
UkbIKrtTDHW8DFNJYJ5yEQ,"""The Real Jerk""","""1004 Kingston Road""",Toronto,4.0,8,Restaurants
9OHxN88qy_BSmY_8yqWQ5w,"""Bombay Bhel""","""5035 Hurontario Street""",Mississauga,3.5,65,Restaurants
XTud0c9F7oRCeNI3rULk7w,"""Carribean Queen Metro""","""10 Dundas Street""",Toronto,3.5,12,Restaurants
OHXnDV01gLokiX1ELaQufA,"""Teriyaki House""","""6181 S Rainbow Blvd""",Las Vegas,4.5,124,Restaurants
NYpnwc4yt44SkcBb9dlhtA,"""Bourbon St Grill""","""1800 Sheppard Avenue E, Unit F004""",Toronto,3.0,4,Restaurants
TqTbwybBsgSVPdLWRcdtpw,"""Viad Tower Restaurants""","""1850 N Central Ave""",Phoenix,3.5,6,Restaurants
DQf63-KJ25m-kDIMto614g,"""Saving Grace""","""907 Dundas Street W""",Toronto,3.5,168,Restaurants
V8vKFvdrvhTrQrt-rxKrPA,"""Indigo Yard""","""7 Charlotte Lane""",Edinburgh,3.5,36,Restaurants
nJZK82jCm45_cJflW_pMKw,"""Kokyo Japanese Restaurant""","""501 Yonge Street""",Toronto,3.0,62,Restaurants
oDdJD8mwqCtR1tOP4EvqgQ,"""New Thai Restaurant""","""81 Street Clair Avenue E""",Toronto,4.0,24,Restaurants
B_M-U9KIbBka6eMyTvhzAA,"""Jack in the Box""","""3150 E Washington St""",Phoenix,2.0,9,Restaurants
KhtmCNHqCH6cnxirsenndA,"""Fisher's Tavern""","""718 Som Center Rd""",Cleveland,3.5,15,Restaurants
Tz5a_AzxWx0gtIAlinr1Ww,"""Fortune Star""","""4100 William Penn Hwy, Ste 50""",Monroeville,3.0,46,Restaurants
fBc7O6Vw659tnWzRFNYG4A,"""Spero Ristorante""","""16655 Yonge Street""",Newmarket,3.5,8,Restaurants
Vkl5QgIfpi6fS-Xox1EOug,"""Les Enfants Terribles""","""209 Rue de la Rotonde""",Verdun,3.5,32,Restaurants
2gCvukOcIHW4ehqpwoNlcA,"""Bill Spoon's Barbecue""","""5524 S Blvd""",Charlotte,4.0,153,Restaurants
0HX6vATcczEjEquABzFK3Q,"""La Brasserie Saint-Denis""","""4350 Rue Saint-Denis""",Montréal,4.0,13,Restaurants
gi3vtIOo5-soCmMVHhfJDw,"""Pimentón""","""681 Mount Pleasant Road""",Toronto,3.5,3,Restaurants
R6glycHsF99Vmpc1rLSgwQ,"""Kanga""","""1179 Victoria Park Avenue""",Scarborough,4.0,3,Restaurants
85C2ZqiCc1_qeq2vTj_Saw,"""El Charrito Mexican Restaurant""","""30560 Euclid Ave""",Wickliffe,3.0,18,Restaurants
BIbjBxoiJLS8CnNsSP64TQ,"""360 Gourmet Burrito""","""5757 Wayne Newton Blvd""",Las Vegas,1.5,139,Restaurants
OF19lUVQHj8pVaSACNewWg,"""Burntwood Tavern""","""8188 Brecksville Rd""",Brecksville,3.5,123,Restaurants
69Xah9xJPsCbx516TZ3BQw,"""Melodie's""","""230 Commerce Valley Drive E, Unit 8""",Thornhill,3.5,12,Restaurants
koqazXBW7wAZVry72u5vEw,"""Carol of Casey's Pizza""","""11618 Penn Hills Dr""",Penn Hills,2.5,10,Restaurants
GPVHfoDjSOivqgIDjIOA-Q,"""Hot N Juicy Crawfish""","""6751 N Sunset Blvd""",Glendale,3.0,305,Restaurants
MOXetwOaB2Qp3aA73Pbyuw,"""Litchfield Taproom""","""107 W Honeysuckle""",Litchfield Park,4.5,32,Restaurants
VppOQ_-pcEaqi3fu2p86nA,"""Café Zéphyr""","""5791 Rue Sherbrooke Ouest""",Montréal,4.0,8,Restaurants
hwe7f0QthkND-H4Ekg37qw,"""New Dumpling And Sushi House""","""2138 Murray Ave""",Pittsburgh,3.0,67,Restaurants
QKhAME4uxgrOn-Aq3OURUQ,"""Harry Buffalo""","""2120 East 4th St""",Cleveland,3.0,142,Restaurants
FfG8twx5K18y268Gp4dSKA,"""Hooters""","""7155 S Rainbow Blvd""",Las Vegas,2.5,290,Restaurants
-2pQf1ceDZyE2ReCNbj-3A,"""Just Fresh""","""14136 Rivergate Pkwy""",Charlotte,3.5,54,Restaurants
dFKc6f1RZ1AetOuXk6kWEw,"""Island Cafe""","""224 Bessemer Ct""",Pittsburgh,3.0,5,Restaurants
v4dMYtyjeYmx_YAanhsFjw,"""Lone Star Texas Grill""","""930 Dixon Rd""",Etobicoke,3.0,48,Restaurants
jeml5D3_Ldz-qWbc-fuEpA,"""Brasseur de Montréal""","""1485 Rue Ottawa""",Montréal,3.5,46,Restaurants
8le6TQQwjAw_UQ67L8-Hpg,"""Bush's Chicken""","""7322 West Bell Rd""",Glendale,3.0,119,Restaurants
Yby_oVOa5wLW7Lrv5Iv6VQ,"""Nando's""","""2379 Trafalgar Road""",Oakville,2.5,22,Restaurants
XvTBQotmJpVPjPNaMM7qLA,"""Pita Jungle""","""1250 E Apache Blvd""",Tempe,4.0,372,Restaurants
wJKTZXmoSO_4oGwbKfF4JQ,"""Native New Yorker""","""2740 W Bell Rd""",Phoenix,2.5,54,Restaurants
XF2eTNV5RfzoSJQ-kRZJmA,"""Spice Thai Cuisine""","""8870 Darrow Rd""",Twinsburg,3.5,59,Restaurants
OCJjExcrJVgsV675pzMLPQ,"""Jersey Mike's Subs""","""3900 Paradise Rd""",Las Vegas,3.5,80,Restaurants
SP7H3zPArNvbHKQW0c_gpA,"""High Thai'd""","""1791 Coventry Rd""",Cleveland Heights,4.0,105,Restaurants
6beJGNWviNq_VbODEULexA,"""Cafe325""","""325 Convention Center Dr""",Las Vegas,3.5,20,Restaurants
blq-6xx8vKcm1Va4LFSORg,"""Wild Rosemary""","""1469 Bower Hill Rd""",Pittsburgh,4.0,49,Restaurants
FEST-KPp7yupwqkArWvm2g,"""Stamper's Grill Pub""","""21750 Lorain Rd""",Fairview Park,3.0,36,Restaurants
K4IQqHNtW_dYG6NmR_1FSQ,"""Lotus Island Vietnamese Eatery""","""1381 Lakeshore Road East, Unit 1""",Mississauga,4.5,23,Restaurants
IHt79wxZHkD7QSzlDRDivw,"""Ho Ho Barbeque""","""3833 Midland Avenue""",Scarborough,4.5,67,Restaurants
o_uE7kjmI2K7dnKZkQoHTQ,"""Los Burritos""","""3015 E Thomas Rd, Ste 4""",Phoenix,4.0,44,Restaurants
swRC2ipDh0nRJZIjyXrU0w,"""Jake's Filling Station""","""3330 Losee Rd""",North Las Vegas,5.0,25,Restaurants
KPKQLzVKqLgEPKOWrSCRtg,"""Denunzio's Italian Trattoria""","""2644 Mosside Blvd""",Monroeville,3.0,48,Restaurants
v-2vZKrozNOLX3-DsrjnPg,"""Dyne""","""120 Avenue Road""",Toronto,4.0,18,Restaurants
fjNrDZs-xPR-ERoijUEWBw,"""Tim Hortons""","""715 Renforth Drive""",Etobicoke,2.5,7,Restaurants
irt97q32ROIgQJOEqseebQ,"""Ah Sin""","""3655 S Las Vegas Blvd""",Las Vegas,1.5,84,Restaurants
ChZUym-m7ZcH_mfIlv2ckw,"""World Of Beer""","""2224 E Williams Field Rd, Ste 107""",Gilbert,3.0,123,Restaurants
G1Als7Z5qCruetTGyIAWuA,"""Wow Korean Restaurant""","""7040 Yonge St, Unit S5""",Vaughan,4.0,7,Restaurants
QOlGFm6M_33fzGgQ5I-Kgg,"""Teddy's Bakery""","""5025 S Fort Apache Rd""",Las Vegas,2.5,20,Restaurants
SlXPlhPcmptknTcGg2dTGA,"""Aurochs Brewing""","""8321 Ohio River Blvd""",Emsworth,4.5,6,Restaurants
D1lAVtlav4atQTJnIvtcpw,"""Taverna Mercatto""","""120 Bremner Boulevard""",Toronto,3.5,112,Restaurants
fjE-jiwnTQysz-rLl6YMQg,"""Amazing Wok""","""2910 W Liberty Ave, Ste 1""",Pittsburgh,4.0,45,Restaurants
1NZonnS3SpogXaZJigVgqA,"""Kim Po Vietnamese Restaurant""","""550 Highway 7 E, Unit 6162A""",Richmond Hill,2.5,72,Restaurants
S7ECG2HNltSWFo1FcFTwFQ,"""Outback Steakhouse""","""25 McMurray Rd""",Pittsburgh,3.0,34,Restaurants
wAXYLmHuysYTz8i4VPKmaQ,"""Chipotle Mexican Grill""","""425 E Bell Rd, Ste 140""",Phoenix,3.5,83,Restaurants
B0XmPmiqhTx75cvZgpyonQ,"""Jimmy John's""","""5890 W Thunderbird Rd, Ste 103""",Glendale,2.5,41,Restaurants
OugQjN04sQNahWzYEdTExQ,"""Cheese N Stuff Deli""","""5042 N Central Ave""",Phoenix,4.5,113,Restaurants
pHpOuNf02eMyhdCnvMQGhg,"""Bravo Franco Ristorante""","""613 Penn Ave""",Pittsburgh,2.5,54,Restaurants
mQuDZwxxPe54MY4TT8lEPQ,"""Bar Fancy""","""1070 Queen Street W""",Toronto,4.0,88,Restaurants
dj6nbGIqguJDXgz49nmFBw,"""Pizza Hut""","""7645 S. Rainbow Blvd.""",Las Vegas,2.5,65,Restaurants
4sOWCIBSE8awjOuhL_HySQ,"""EC Food""","""1235 Concord Pkwy N""",Concord,2.5,7,Restaurants
35JjuQ6nsSNshtt5hyLUCQ,"""Yamato Hibachi & Sushi Bar""","""3450 William Penn Hwy""",Pittsburgh,3.5,74,Restaurants
awZx3Y1PAwhCUpt3WGZhKg,"""Kenny's Noodle""","""4733 Steeles Avenue E, Unit 7""",Scarborough,3.5,52,Restaurants
rNNVuA-xq1SVEQaLzrK4bw,"""Eribertos Mexican Food""","""3437 N 7th Ave""",Phoenix,3.5,68,Restaurants
z8PVT4jvn-Boc4CavDH1ww,"""Cuisine Bangkok 2""","""1824 Rue Sainte-Catherine W""",Montréal,1.5,4,Restaurants
5O5q6sMbjsELzQfwO1XBQg,"""Han Oak""","""1450 Clark Avenue W""",Vaughan,3.0,4,Restaurants
9nbJc8h9hj9__vk-nWLmEg,"""Casa Gaucho""","""5834 Du Parc Ave""",Montréal,2.5,3,Restaurants
lJh661dhjD5BDz5QrBEUeQ,"""Filiberto's Mexican Food""","""3855 W. Ray Rd, Ste 8""",Chandler,3.0,35,Restaurants
VjaHHmV-rSkFaOAnU3faxg,"""Salvatore's Tomato Pies""","""503 W Main St""",Sun Prairie,4.5,205,Restaurants
B4Y4y5ocRC187mYTAC0wsQ,"""Kaga By Ginza""","""652 Finch Avenue E""",Toronto,3.5,19,Restaurants
PJ-l-Le8_I4nPomX18M2AQ,"""Bravo! Cucina Italiana""","""211 Summit Park Dr""",Pittsburgh,3.5,50,Restaurants
KfD74RGocsp9vakR67mILQ,"""Milio's Sandwiches""","""115 E Broadway, Ste 102""",Monona,2.5,11,Restaurants
nPJqwNZWIxHd-vfE-E3XQQ,"""Siam Garden""","""3607 Whitehall Park Dr, Ste X""",Charlotte,3.5,115,Restaurants
Eu-M3y8a5bIxIRXlCj9yHA,"""Watan Kabob""","""55 Matheson Boulevard E, Unit 2""",Mississauga,4.0,130,Restaurants
3NbKnD5bI3tU-tNM-Y0TGQ,"""Chubby's Fish N'chips""","""2290 Islington Avenue""",Etobicoke,4.0,22,Restaurants
hNv6E08TzL4h8rITgRbzCw,"""Pho Mesa""","""502 S Dobson Rd""",Mesa,3.0,8,Restaurants
YV5eUoHCsE3RUVGP8qL3Jw,"""Sonic Drive-In""","""5151 W Peoria Ave""",Glendale,2.0,21,Restaurants
RF0mZ-IteC1pK3yQ7lTvAg,"""Mochizuki""","""655 Bay St""",Toronto,4.0,6,Restaurants
RPS0KACAND78Kz1XdQLSeQ,"""Kilroy's Restaurant & Bar""","""4340 S Grand Canyon Dr""",Las Vegas,3.0,13,Restaurants
biQlddhmaimJ9KRVi_s_1g,"""Three Sisters Old Town Inn""","""2227 Parmenter St""",Middleton,3.5,33,Restaurants
RmwfJrR4__hd5Scae5qsTw,"""Michael's Frozen Custard""","""2531 Monroe St""",Madison,3.5,71,Restaurants
wi-T1EAilETniAbuiSBJ2A,"""South East Gears & Cheers Restaurant & Bar""","""23333 Aurora Rd""",Bedford Heights,3.0,33,Restaurants
6oI37LjBo9uO2dd_CeniWg,"""Paoli Pub & Grill""","""6893 Paoli Rd""",Belleville,5.0,9,Restaurants
muFJIZKZwbAfy_pEFKF_pw,"""Frank's Pizzeria""","""618 Duss Ave""",Ambridge,4.5,28,Restaurants
QS3QxI7u5PRdtbGgI0-UsA,"""Sakana Sushi & Grill""","""6989 N Hayden Rd, Ste A12""",Scottsdale,4.0,318,Restaurants
kSQUHJDQ8xYJAh1DtuTHAQ,"""Fairview Seafood Chinese Cuisine""","""5103 Sheppard Avenue E""",Scarborough,3.0,15,Restaurants
k1gDqlaVXilVRE2MxFR3HA,"""100% Natural Mexican Grill""","""7455 Eastern Ave""",Las Vegas,3.5,10,Restaurants
eK0fLZgS0oIHnhd5mWrTHA,"""Shahyad Kababsara""","""255 Dundas Street W, Unit 7A""",Mississauga,4.0,17,Restaurants
vT2xTEIk9u6t6a8_N2YU7Q,"""Cam's Place""","""2655 Yonge Street""",Toronto,4.0,16,Restaurants
lVfZ2AaYRYHCFenUMQna8g,"""Super B Burrito""","""8899 S Eastern Ave""",Las Vegas,3.5,142,Restaurants
iuSq6jpt-r-7JxqXE5hK6g,"""Heart and Soul Cafe""","""4705 E Carefree Hwy""",Cave Creek,3.5,244,Restaurants
Y_SKyssv8ClQ_p25lCsbAQ,"""1905 Eatery""","""733 Broadway Ave""",McKees Rocks,4.0,25,Restaurants
jvlQJc4aldq-qWNoZVVyDQ,"""The Cafe at Sara's YMCA""","""15940 Brixham Hill Ave""",Charlotte,3.0,3,Restaurants
ByNk-TOnPjoAKrk8NjCW9g,"""Wendy's""","""2280 Lebanon Church Rd""",West Mifflin,3.5,3,Restaurants
_72dMXdWbVAgwB-Bxwz-mw,"""Champions Cuisine""","""8321 Kennedy Road, unit 1071""",Markham,3.5,7,Restaurants
OygJyqypKFZJIZ6r9dML7w,"""New Markham Villa""","""146 Old Kennedy Road""",Markham,2.5,10,Restaurants
vSVDFUm5D-Xab3bAfeN2Xw,"""Amaya the Indian Room""","""1701 Bayview Avenue""",East York,4.0,52,Restaurants
MXC9pwIxovWUc9yu1F8OxA,"""Sushi Twister""","""5566 Boulder Hwy""",Las Vegas,4.0,457,Restaurants
2i4lzMUG2I38c8tDX6d9mw,"""Café Melbourne""","""4615 Boulevard Saint laurent""",Montréal,4.0,48,Restaurants
Gy_XiWqkJM8JMaKk_sgXOw,"""La Canasta Capitolio""","""1733 W Van Buren St""",Phoenix,3.0,67,Restaurants
0KpoeCt1E-SQsUBwtjLAEw,"""Athens Pita & Greek Grill""","""3 S 2nd St, Ste 107""",Phoenix,3.5,15,Restaurants
uAVMHdO3hz35e9RbS54rQA,"""Fiorellino""","""470 Rue de la Gauchetière Ouest""",Montréal,3.5,32,Restaurants
U_jPOTd-Z5KATbTYnDeNxg,"""Burrito Bandidos""","""2 Grosvenor Street""",Toronto,4.0,93,Restaurants
rSd9f8qvdg8KIf4ATqw-PA,"""The Stockbridge Restaurant""","""54 St Stephen Street""",Edinburgh,4.0,14,Restaurants
T_tnCsUQmqTMEI3XxJAyOA,"""Howlers Craft Burgers & Beer""","""3908 E Franklin Blvd, Ste F130""",Gastonia,3.5,31,Restaurants
wLV7MpP_uDc2OuzFcU0ZZA,"""Max & Erma's""","""2740 Mosside Blvd""",Monroeville,3.5,64,Restaurants
wxcAGtkUYhC95MIOUK7gWQ,"""Wingstop""","""1324 E Carson St""",Pittsburgh,3.5,30,Restaurants
OwGCYIwyIHPMfLVOT_7-1g,"""Sam's Sun Sandwich""","""2616 Brownsville Rd""",Pittsburgh,4.5,33,Restaurants
I4tp53A6qj6m_TXcwhBhqw,"""Bitz-ee Mama's""","""7023 N 58th Ave""",Glendale,2.5,84,Restaurants
7cnz3nRaVuwHLVTTaV5-PA,"""Ben Thanh""","""4900 Central Ave""",Charlotte,4.0,81,Restaurants
W2LWXzFwLPMchme_UPoIwQ,"""Little Caesars Pizza""","""2850 N 107th Ln""",Avondale,3.0,17,Restaurants
mb39JqP2SWe3icnFm1wNow,"""Banh Xeo Minh""","""1308 Rue Belanger""",Montréal,4.5,9,Restaurants
dt98YQKpfQ1onQcQ8qpV5g,"""DiBella's Subs""","""7824 Reynolds Rd""",Mentor,2.5,23,Restaurants
7F6JYzEDGs2d2mYW_To57A,"""Chilli Secret""","""9021 Leslie Street, Unit 9""",Richmond Hill,3.0,18,Restaurants
Aw4HH_bjUL8L_EU61mgQHg,"""Tasty Pizza""","""5101 Mayfield Rd""",Cleveland,3.5,33,Restaurants
oatNHtWI1b_9S12KBPOOVg,"""Five Guys""","""3705 S Arizona Ave, Ste 6""",Chandler,3.0,37,Restaurants
R-GbmmHHfAyPo1qs4jo0TA,"""Il Tetto:  A Rooftop Beer Garden""","""942 Penn Ave, Fl 3""",Pittsburgh,3.0,54,Restaurants
Z8oHDvZR-IfTry_9ke-0jQ,"""Madras Pantry""","""877 Queen St W""",Toronto,3.0,5,Restaurants
klEZ5XCoRd5lwcEwK7cMXQ,"""Deli Den""","""6640 N Durango Dr, Ste 180""",Las Vegas,3.5,19,Restaurants
YGU2RnqsJO7Izs1GLDhMLQ,"""Ilpunji Sushi House""","""8360 Kennedy Rd""",Markham,3.5,37,Restaurants
Anvs3S2S4rYbAzzUKIVg7w,"""Bara's Hut Doubles & Roti""","""127 Dundas Street E""",Mississauga,4.5,5,Restaurants
HRAJCzcUUE3k_7lwKcyiGA,"""Vitamin T""","""1 E Washington St, Ste 175""",Phoenix,3.0,59,Restaurants
YVlNo_aIX0CNp4R7ZAKbFg,"""Bruegger's Bagels""","""1719 Murray Ave""",Pittsburgh,2.5,16,Restaurants
d4cVzvdPo_gWMKf04B9M3Q,"""Jersey Mike's Subs""","""105 C South Statesville Rd""",Huntersville,3.0,15,Restaurants
wsVg8S53Xl3rxjA53E1S-g,"""L&L Hawaiian Barbecue""","""2520 E Craig Rd, Ste 105""",North Las Vegas,4.0,41,Restaurants
b3wgQ6CccBO8fgvlbS0M1Q,"""Au Petit Four""","""7217 E 4th Ave""",Scottsdale,3.5,93,Restaurants
4cWrtMvfj-tomyEPgP7KFg,"""The Melting Pot - Charlotte""","""901 S Kings Dr, Ste 140B""",Charlotte,4.5,122,Restaurants
bxf23qlvFaEdm-MHC_0imA,"""Nathan's Famous Hot Dogs""","""32 E Fremont St""",Las Vegas,3.0,23,Restaurants
cErWIGIT6Dhj5qJUIla6ZQ,"""Dairy Queen""","""5449 Dundas St W""",Etobicoke,3.0,4,Restaurants
2HrzegI-MmmfJ0VeaLgFcw,"""McDonald's""","""1383 16th Avenue, Unit 1""",Richmond Hill,3.0,17,Restaurants
1tFY0vj7pT-r2wVBBBrOOA,"""KFC""","""5249 E Brown Rd""",Mesa,1.0,26,Restaurants
O3y-5O1n5l0ge_6KGyR_4A,"""Fausto's Mexican Grill""","""2654 W Horizon Ridge Pkwy""",Henderson,4.0,131,Restaurants
I1Y_Nal9YsnSPvvXb47Ofw,"""Vittorio's On Avenue""","""137 Avenue Rd""",Toronto,3.0,10,Restaurants
qBXfNxSpo2_8cP_WHQRvOg,"""Olive Garden Italian Restaurant""","""3430 W Chandler Blvd""",Chandler,3.5,115,Restaurants
mAMWh1htdpk4jYJ6vOvM4g,"""Quattro 4 Ragazze""","""1792 Danforth Avenue""",Toronto,4.0,23,Restaurants
eyOiUX4YWj0rocM4II2U7w,"""Coyoacan Steakhouse""","""9014 S Central Ave""",Phoenix,2.5,3,Restaurants
e8_Xt-ldpDgWHn92s3rBaQ,"""Nawaz Indian Cuisine""","""1957 W Dunlup Ave, Ste 11""",Phoenix,3.5,74,Restaurants
wrWGsYm9NwptTGN9gbkGSA,"""Bunner's Bakeshop""","""244 Augusta Avenue""",Toronto,4.0,80,Restaurants
C4wH-dL3h5nSJ7W0OIq42Q,"""Tutti Frutti Déjeuners""","""3510 Boulevard Taschereau""",Greenfield Park,2.5,4,Restaurants
lbD5Bbfje05XjepzGxAiBQ,"""Old Stone Vino Bistro and Wine Bar""","""515 S Main St""",Kannapolis,4.0,13,Restaurants
W36vefYka0IZAPWygxJtqg,"""Johnnie's Chicago Style Pizza""","""15443 N Cave Creek Rd""",Phoenix,4.5,98,Restaurants
GnYDf1liO33XKQv6uDiBKw,"""Simple Cafe""","""1303 Queen St E""",Toronto,3.5,3,Restaurants
HPavppcJB3oQpIGbOqgtzw,"""Terrace On the Green""","""8672 Mississauga Road""",Brampton,4.0,10,Restaurants
cxVp-a28Cp7lavjaPMvK5w,"""Social House Seven""","""123 7th St""",Pittsburgh,3.5,169,Restaurants
qeQmytGM1rydNFmVpQCt3w,"""Adobo Cafe""","""5770 Timberlea Boulevard""",Mississauga,4.5,10,Restaurants
br2M2b-CsXI0HY0RXvHl0w,"""El Sombrero""","""35 Brunel Road""",Mississauga,4.0,94,Restaurants
Z5eukYH32_nFljOTC2DJ0g,"""Grimaldi's Pizzeria""","""9595 S Eastern Ave, Ste 100""",Las Vegas,4.0,628,Restaurants
Ej_5JlAQ2He6NBu_PSygGA,"""Shari's Rock & Roll Diner""","""1900 N Buffalo Dr""",Las Vegas,3.0,33,Restaurants
vsRe8AihVmOS4gBNsy2C2Q,"""Goodwill Chinese Carryout""","""6 Newington Road""",Edinburgh,3.0,6,Restaurants
pnYsk9eW1FMxqWQWLdDZeA,"""Mardenelys Ristorante""","""223 E Brown Rd""",Mesa,4.0,5,Restaurants
5FIOXmUE3qMviX9GafGH-Q,"""Green New American Vegetarian""","""2240 N Scottsdale Rd""",Tempe,4.5,1068,Restaurants
WNSdjFgR3vjeDQl7rKEGNg,"""Shish Kabob House""","""3049 S Las Vegas Blvd""",Las Vegas,3.5,3,Restaurants
Zd9VJFJjfaadaJmCMFv-RQ,"""Ephesus Mediterranean Kitchen""","""219 Fourth Ave""",Pittsburgh,3.5,109,Restaurants
FTZJjqK4h15PVZPaPWQ6AA,"""Rosati's Pizza""","""20340 N Lake Pleasant Rd, Ste 105""",Peoria,4.0,18,Restaurants
hSiKKBNy8cngY0AqXwuAkQ,"""Big Bone BBQ & Wicked Wings""","""701 Rossland Road E""",Whitby,3.5,6,Restaurants
uRNQ4z2QQPX7tqWpMjiuTw,"""Emiliano's Mexican Restaurant""","""5375 William Flynn Hwy, Ste 100""",Gibsonia,3.5,60,Restaurants
oNn16x2Ubv60RAibmJ2uSA,"""Lola Rosa""","""545 Rue Milton""",Montréal,4.5,222,Restaurants
JsGswUxAFK4uRht2UL62UA,"""Panda Express""","""3825 S Maryland Pky""",Las Vegas,2.5,16,Restaurants
d_q4avZYM1sOlQP7noJKVg,"""El Güero Canelo""","""5131 W McDowell Rd""",Phoenix,3.5,144,Restaurants
ZzJ7vi9dH-595RrBCQJZKA,"""Taverne Royal Merchant""","""394 rue St. Jacques""",Montréal,4.0,14,Restaurants
szGbmw_vq3kVU4SfK1x6Sw,"""Ruths Chris Steak House""","""6 PPG Pl""",Pittsburgh,4.0,95,Restaurants
3I7xY7DjWearTz7d4TGdbw,"""Nando's Mexican Cafe""","""1890 W Germann Rd""",Chandler,3.5,196,Restaurants
xAxdrUpIVOvxl0wjp45w6A,"""Roma Cafe Ristorante""","""7210 E Main St""",Mesa,4.0,84,Restaurants
2AyROtQ-TVPTKGr7nrOsvA,"""The Heights Sports Grill""","""20783 N 83rd Ave, Ste 112""",Peoria,3.5,71,Restaurants
KTBk42MHcHGxIhkfN7wlFg,"""Mr Greek Express""","""83 First Commerce Drive""",Aurora,3.0,13,Restaurants
UBPIy6u20H6JQQZjNNvbXw,"""American Bar & Grill""","""Embassy Suites Hotel, 1701 East 12th St""",Cleveland,3.0,3,Restaurants
S7FgGl3c4hkRFQKMjLt-Og,"""Mamma Lucia's Pizza""","""8000 Mcknight Rd, Ste 555""",Pittsburgh,3.5,9,Restaurants
z58nyUVyDV-vC7nXFfvR5g,"""El Rodeo""","""30610 Detroit Rd""",Westlake,3.5,9,Restaurants
moauW4l96E3BEK7aXDiMsQ,"""Panda Express""","""975 E Riggs Rd Space 1""",Chandler,2.0,18,Restaurants
_nsuZ7Fl1aMwqZGWEraQHw,"""Cora""","""1555 The Queensway, Unit 2""",Toronto,2.5,41,Restaurants
d7ozMWbBwcFOkHM3zmktfA,"""Ahi Revolving Sushi""","""940 S Gilbert Rd""",Gilbert,3.0,201,Restaurants
U7rDYiB8jyjtb0qYPRIWaw,"""Souper Salad""","""6910 E Hampton""",Mesa,2.5,44,Restaurants
